Bwd.IAT.Total,Avg.Fwd.Segment.Size,Fwd.Packet.Length.Mean,Init_Win_bytes_forward,Destination.Port,Fwd.Header.Length,Bwd.IAT.Max,Bwd.IAT.Std,Total.Length.of.Fwd.Packets,Subflow.Fwd.Bytes,Source.Port,Bwd.IAT.Mean,Fwd.Packet.Length.Max,Fwd.IAT.Total,Flow.Duration,Flow.Bytes.s,Flow.Packets.s,Down.Up.Ratio,ProtocolName,source_file
161576.0326385498,234.0,276.5,65535,443,340,132080.7933807373,47620.222100263876,1872,1872,41806,26929.338773091633,1064.0,185064.07737731934,185148.0007171631,47837.405565778616,81.01626775281463,0.875,YOUTUBE,youtube.pcap
0.0,32.0,60.0,0,53,28,0.0,0.0,32,32,40718,0.0,60.0,0.0,2810.955047607422,88226.24189991519,711.5019508057676,1.0,YOUTUBE,youtube.pcap
20135745.04852295,549.9285714285714,577.9285714285714,0,443,784,17752010.822296143,3543618.4449007614,15398,15398,46678,838989.3770217896,1278.0,20111705.780029297,20161365.98587036,1357.7453045187738,2.6287901344156865,0.8928571428571429,YOUTUBE,youtube.pcap
0.0,35.0,63.0,0,53,28,0.0,0.0,35,35,14378,0.0,63.0,0.0,7680.177688598633,18489.155558314967,260.41064166640797,1.0,YOUTUBE,youtube.pcap
286137.81929016113,676.0769230769231,704.0769230769231,0,443,364,131960.86883544922,34554.64637418903,8789,8789,38728,19075.854619344074,1278.0,287785.0532531738,307211.87591552734,58083.692066990545,94.39739239759729,1.2307692307692308,YOUTUBE,youtube.pcap
0.0,47.0,75.0,0,53,28,0.0,0.0,47,47,27720,0.0,75.0,0.0,19620.180130004883,8460.676655365583,101.93586331765763,1.0,YOUTUBE,youtube.pcap
62045236.110687256,156.14285714285714,199.0,65535,443,300,61780519.008636475,23004577.13762362,1093,1093,46590,10340872.685114542,618.0,324908.971786499,62065418.004989624,48.36832001612654,0.22556844777673934,1.0,YOUTUBE,youtube.pcap
0.0,31.0,59.0,0,53,28,0.0,0.0,31,31,57579,0.0,59.0,0.0,56506.87217712402,3787.149982911897,35.39392507394297,1.0,YOUTUBE,youtube.pcap
129704427.95753479,703.3088235294117,731.3088235294117,0,443,1904,101390147.20916748,13725343.49815321,47825,47825,43374,2401933.851065459,1278.0,129719261.88468933,129867807.86514282,438.45353930304736,0.9471169339188779,0.8088235294117647,YOUTUBE,youtube.pcap
0.0,54.0,82.0,0,53,28,0.0,0.0,54,54,57963,0.0,82.0,0.0,62003.85093688965,3435.2704998404233,32.256061031365476,1.0,YOUTUBE,youtube.pcap
12615250.11062622,85.53703703703704,113.53703703703704,0,443,7560,10673045.873641968,194631.36719484467,23095,23095,42250,4111.880740099811,1278.0,12625971.07887268,12625971.07887268,311319.42053766816,264.4549064101076,11.366666666666667,YOUTUBE,youtube.pcap
0.0,33.0,61.0,0,53,28,0.0,0.0,33,33,4790,0.0,61.0,0.0,6484.9853515625,41326.230588235296,308.4047058823529,1.0,YOUTUBE,youtube.pcap
27765470.027923584,436.2608695652174,464.2608695652174,0,443,1288,12722444.0574646,2783016.9062073566,20068,20068,40327,730670.2638927259,1278.0,27769785.88104248,27790762.901306152,1062.2954146614118,3.058570227160084,0.8478260869565217,YOUTUBE,youtube.pcap
0.0,55.0,83.0,0,53,28,0.0,0.0,55,55,64206,0.0,83.0,0.0,7179.021835327148,30087.664441566205,278.58948557005743,1.0,YOUTUBE,youtube.pcap
461138.0100250244,57.338815789473685,85.33881578947368,0,443,8512,22313.11798095703,1426.3889269684219,17431,17431,45599,337.3357790965797,1278.0,467489.00413513184,467489.00413513184,3765322.787124176,3576.554710828436,4.5,YOUTUBE,youtube.pcap
0.0,42.0,70.0,0,53,28,0.0,0.0,42,42,36523,0.0,70.0,0.0,26953.935623168945,5787.652021618179,74.20066694382281,1.0,YOUTUBE,youtube.pcap
333832.0255279541,478.7368421052632,506.7368421052632,0,443,532,127824.06806945801,37954.365122941,9096,9096,45914,18546.223640441895,1278.0,323403.83529663086,367878.91387939453,57195.44993246904,103.29485753689575,1.0,YOUTUBE,youtube.pcap
0.0,43.0,71.0,0,53,28,0.0,0.0,43,43,50735,0.0,71.0,0.0,16127.824783325195,11718.877315396556,124.0092837608101,1.0,YOUTUBE,youtube.pcap
514434.0991973877,283.77777777777777,311.77777777777777,0,443,504,353361.1297607422,80776.89674003913,5108,5108,43898,27075.478905125667,1278.0,539216.9952392578,539216.9952392578,40097.029935798804,70.4725561981571,1.1111111111111112,YOUTUBE,youtube.pcap
0.0,47.0,75.0,0,53,28,0.0,0.0,47,47,22874,0.0,75.0,0.0,23684.024810791016,7008.943848275584,84.44510660572993,1.0,YOUTUBE,youtube.pcap
63397955.894470215,151.85714285714286,194.71428571428572,65535,443,300,63085888.86260986,23487523.473538466,1063,1063,41550,10566325.982411703,618.0,372687.81661987305,63419504.88090515,46.862554439380894,0.22075227528645106,1.0,YOUTUBE,youtube.pcap
6907131.195068359,957.75,985.75,0,443,112,3488897.0851898193,943613.0663662297,3831,3831,39872,493366.51393345423,1278.0,12151.956558227539,6932732.105255127,2335.010174088398,2.740622270056805,3.75,YOUTUBE,youtube.pcap
0.0,31.0,59.0,0,53,28,0.0,0.0,31,31,20763,0.0,59.0,0.0,15249.013900756836,14033.694335433636,131.1560218264826,1.0,YOUTUBE,youtube.pcap
5040947.914123535,614.85,642.85,0,443,560,4723814.010620117,1173691.0978209274,12297,12297,37625,336063.19427490234,1278.0,5051167.964935303,5171782.01675415,3423.384810621193,6.960850222104657,0.8,YOUTUBE,youtube.pcap
0.0,41.0,69.0,0,53,28,0.0,0.0,41,41,19738,0.0,69.0,0.0,16031.980514526367,12599.815713159735,124.75065062534391,1.0,YOUTUBE,youtube.pcap
316968.9178466797,605.7272727272727,633.7272727272727,0,443,616,109536.17095947266,32485.652801204513,13326,13326,37846,15093.757992699033,1278.0,348833.0841064453,348891.019821167,77514.17624294857,126.11387940725251,1.0,YOUTUBE,youtube.pcap
336392.1642303467,241.0,282.53846153846155,65535,443,540,152147.0546722412,51606.56662027042,3133,3133,49968,28032.68035252889,1064.0,359436.03515625,359516.1437988281,20213.278667303304,72.3194227810494,1.0,YOUTUBE,youtube.pcap
1588428.020477295,612.7741935483871,653.0967741935484,65535,443,2500,677156.2099456787,76944.69994255468,37992,37992,42844,17265.52196170973,4457.0,1612660.8848571777,1612705.945968628,219942.14189305162,96.11175576518599,1.5,YOUTUBE,youtube.pcap
1105895.99609375,351.70588235294116,392.88235294117646,65535,443,700,614829.0634155273,153525.32296096988,5979,5979,49972,73726.39973958333,1508.0,1133113.8610839844,1133206.844329834,13437.087921053882,29.120897182293174,0.9411764705882353,YOUTUBE,youtube.pcap
169872.99919128418,289.75,332.25,65535,443,340,134387.96997070312,50842.604418082185,2318,2318,42848,33974.599838256836,1064.0,235047.8172302246,235047.8172302246,41195.87288281727,59.56234848285054,0.75,YOUTUBE,youtube.pcap
0.0,44.0,72.0,0,53,28,0.0,0.0,44,44,65514,0.0,72.0,0.0,5429.02946472168,29471.197575864036,368.3899696983005,1.0,YOUTUBE,youtube.pcap
265018.9399719238,324.42105263157896,352.42105263157896,0,443,532,93035.93635559082,25091.709622997238,6164,6164,44633,13948.365261680201,1278.0,270689.0106201172,289685.9645843506,57686.60564545267,134.62854527991468,1.0526315789473684,YOUTUBE,youtube.pcap
185951.94816589355,284.25,326.75,65535,443,340,128504.99153137207,47580.13774934767,2274,2274,49976,37190.38963317871,1064.0,244886.8751525879,244886.8751525879,21707.982498807356,57.16925413530907,0.75,YOUTUBE,youtube.pcap
151998.04306030273,285.75,328.25,65535,443,340,130970.00122070312,50787.47670054217,2286,2286,49978,30399.608612060547,1064.0,211740.01693725586,211740.01693725586,25021.250477985635,66.11881968512625,0.75,YOUTUBE,youtube.pcap
0.0,53.0,81.0,0,53,28,0.0,0.0,53,53,45990,0.0,81.0,0.0,6637.096405029297,31640.341978590415,301.3365902722897,1.0,YOUTUBE,youtube.pcap
0.0,53.0,81.0,0,53,28,0.0,0.0,53,53,62078,0.0,81.0,0.0,6785.154342651367,30949.922344425315,294.761165185003,1.0,YOUTUBE,youtube.pcap
0.0,53.0,81.0,0,53,28,0.0,0.0,53,53,21072,0.0,81.0,0.0,6854.057312011719,30638.78669820509,291.7979685543342,1.0,YOUTUBE,youtube.pcap
45302.15263366699,446.375,474.375,0,443,224,31414.031982421875,9529.392482459112,3571,3571,37541,4530.215263366699,1278.0,19871.950149536133,50141.096115112305,221714.33936102936,378.9306870432273,1.375,YOUTUBE,youtube.pcap
27007.8182220459,388.07142857142856,416.07142857142856,0,443,392,10179.996490478516,3088.7055600285516,5433,5433,49582,2250.6515185038247,1278.0,30174.01695251465,33778.90586853027,428581.081232928,799.315410187819,0.9285714285714286,YOUTUBE,youtube.pcap
38987.159729003906,445.375,473.375,0,443,224,29816.150665283203,8800.521017039198,3563,3563,42701,3898.7159729003906,1278.0,23313.045501708984,52308.082580566406,212223.41658006527,363.23258400335465,1.375,YOUTUBE,youtube.pcap
