Bwd.IAT.Total,Avg.Fwd.Segment.Size,Fwd.Packet.Length.Mean,Init_Win_bytes_forward,Destination.Port,Fwd.Header.Length,Bwd.IAT.Max,Bwd.IAT.Std,Total.Length.of.Fwd.Packets,Subflow.Fwd.Bytes,Source.Port,Bwd.IAT.Mean,Fwd.Packet.Length.Max,Fwd.IAT.Total,Flow.Duration,Flow.Bytes.s,Flow.Packets.s,Down.Up.Ratio,ProtocolName,source_file
336358.07037353516,69.01212121212122,97.01212121212122,0,443,4620,24890.899658203125,1993.8782345016605,11387,11387,45943,395.25037646713884,1278.0,352485.89515686035,352485.89515686035,3092747.8658823227,2885.2218314932093,5.163636363636364,YOUTUBE,youtube.pcap
8627081.871032715,384.2142857142857,412.2142857142857,0,443,392,8295313.119888306,2002964.8540683296,5379,5379,42402,539192.6169395447,1278.0,8617175.102233887,8663877.010345459,1806.466086869802,3.5780747998826823,1.2142857142857142,YOUTUBE,youtube.pcap
5488051.891326904,373.8666666666667,401.8666666666667,0,443,420,5150655.98487854,1175939.579610179,5608,5608,46209,304891.7717403836,1278.0,5480417.966842651,5524885.892868042,3116.0824556075936,6.1539732510837695,1.2666666666666666,YOUTUBE,youtube.pcap
0.0,32.0,60.0,0,53,28,0.0,0.0,32,32,28285,0.0,60.0,0.0,9075.164794921875,27327.327448507778,220.3816729718369,1.0,YOUTUBE,youtube.pcap
303473.23417663574,669.375,697.375,0,443,448,131075.85906982422,37344.014593238346,10710,10710,48308,21676.65958404541,1278.0,324532.98568725586,349568.12858581543,54801.906791388596,88.68085350175113,0.9375,YOUTUBE,youtube.pcap
161034.82246398926,454.6666666666667,482.6666666666667,0,443,252,106122.01690673828,31484.685831426712,4092,4092,43416,16103.482246398926,1278.0,165086.030960083,184150.93421936035,72706.6634592852,108.60656278928255,1.2222222222222223,YOUTUBE,youtube.pcap
0.0,47.0,75.0,0,53,28,0.0,0.0,47,47,47018,0.0,75.0,0.0,20632.98225402832,8045.371142002057,96.93218243375972,1.0,YOUTUBE,youtube.pcap
64212527.03666687,151.85714285714286,194.71428571428572,65535,443,300,63901241.064071655,23791446.284422882,1063,1063,43190,10702087.839444479,618.0,372106.07528686523,64234803.19976807,46.26775286844393,0.21795038363331593,1.0,YOUTUBE,youtube.pcap
0.0,53.0,81.0,0,53,28,0.0,0.0,53,53,32977,0.0,81.0,0.0,5546.092987060547,37864.49316481816,360.61422061731577,1.0,YOUTUBE,youtube.pcap
273795204.8778534,170.58383233532933,198.58383233532933,0,443,18704,85801990.98587036,1049437.7319613646,113950,113950,48414,33541.00268012415,1278.0,273798410.17723083,273801239.0136719,38186.64238943753,32.25697601594486,12.221556886227544,YOUTUBE,youtube.pcap
0.0,29.0,57.0,0,53,28,0.0,0.0,29,29,44723,0.0,57.0,0.0,6090.879440307617,42358.41515637844,328.35980741378637,1.0,YOUTUBE,youtube.pcap
652581772.0890045,47.16287878787879,87.23863636363636,65535,443,10580,62855258.22639465,6450566.8499394925,12451,12451,48936,1773320.0328505558,1064.0,589746298.789978,652601660.0131989,1055.5045170833132,0.9699638214024733,1.3977272727272727,YOUTUBE,youtube.pcap
0.0,47.0,75.0,0,53,28,0.0,0.0,47,47,14045,0.0,75.0,0.0,21054.02946472168,7884.476474118699,94.99369245926144,1.0,YOUTUBE,youtube.pcap
